Timestamp,Close,Volume,value,daily_std,MA7,MA30,market_regime
2018-03-16,8550.0,15664.51725431,33.0,349.4899999999998,8828.070000000002,10073.779,1
2018-03-17,7835.0,12229.86466476,31.0,424.83500000000004,8644.117142857143,9999.244999999999,1
2018-03-18,7473.05,16318.2040396,29.0,383.1350000000002,8334.87,9916.380000000001,1
2018-03-19,8395.01,22770.46909967,29.0,626.085,8258.447142857143,9836.342333333332,1
2018-03-20,8941.74,13135.61790414,37.0,324.2600000000002,8243.0,9774.733666666667,1
2018-03-21,8889.1,12896.08927978,36.0,216.63500000000022,8328.415714285715,9700.943333333333,1
2018-03-22,8616.0,12535.55420664,36.0,298.03499999999985,8385.7,9599.079666666667,1
2018-03-23,8628.82,13775.75699415,28.0,250.51500000000033,8396.960000000001,9535.329333333333,1
2018-03-24,8917.89,8585.13153446,32.0,219.95499999999993,8551.658571428572,9502.925,1
2018-03-25,8615.28,9835.48574714,30.0,301.78500000000076,8714.834285714287,9449.775333333333,1
2018-03-26,7919.99,16775.0355783,31.0,395.32000000000016,8646.974285714286,9394.775,1
2018-03-27,7894.09,13820.89944545,24.0,265.62500000000045,8497.31,9342.724666666667,1
2018-03-28,7905.73,8931.28023636,24.0,190.9749999999999,8356.82857142857,9263.983,1
2018-03-29,7346.96,15279.10033377,18.0,335.5,8175.537142857143,9154.761666666667,1
2018-03-30,6823.68,35303.06628747,12.0,416.28999999999996,7917.660000000001,9032.774333333335,1
2018-03-31,7058.0,11451.28950996,16.0,240.36499999999978,7651.961428571428,8903.574333333332,1
2018-04-01,6910.39,18698.01704423,16.0,320.8699999999999,7408.405714285714,8769.465,0
2018-04-02,6977.24,13151.35435078,11.0,174.0250000000001,7273.727142857142,8620.073333333334,0
2018-04-03,7470.0,16340.17176709,22.0,306.1350000000002,7213.142857142857,8490.74,0
2018-04-04,6855.71,15388.63279455,22.0,378.2950000000001,7063.14,8330.349333333334,0
2018-04-05,6772.0,12391.87929236,17.0,174.875,6981.0028571428575,8199.001666666667,0
2018-04-06,6619.36,9052.6605839,19.0,170.0,6951.814285714286,8096.6539999999995,0
2018-04-07,6996.97,7627.36501854,20.0,264.72000000000025,6943.095714285714,8018.219666666667,0
2018-04-08,6990.0,4523.73203879,17.0,120.76000000000022,6954.4685714285715,7954.95,0
2018-04-09,6674.46,8753.57626217,21.0,266.75999999999976,6911.214285714285,7873.343,0
2018-04-10,6849.66,7160.6967223,18.0,130.19500000000016,6822.594285714285,7780.405666666667,0
2018-04-11,6915.04,5830.20461227,20.0,102.74000000000024,6831.07,7713.241333333333,0
2018-04-12,7678.0,17772.63689703,18.0,655.4450000000002,6960.498571428571,7667.512333333333,0
2018-04-13,8099.79,19082.74908382,23.0,282.1700000000001,7171.988571428572,7661.132333333333,0
2018-04-14,8021.6,11283.99545061,,213.5699999999997,7318.364285714286,7654.685333333333,0
2018-04-15,8297.28,7341.38806255,,235.9000000000001,7505.118571428572,7646.261333333333,0
2018-04-16,7996.29,10818.36622302,,259.9949999999999,7693.951428571428,7651.6376666666665,0
2018-04-17,7872.33,8904.14340102,26.0,155.42500000000018,7840.047142857143,7664.947,0
2018-04-18,8116.75,8452.48542061,24.0,182.0899999999997,8011.72,7655.671666666666,0
2018-04-19,8245.0,10535.68513381,25.0,111.77500000000009,8092.72,7632.447,0
2018-04-20,8511.04,13420.03340993,26.0,183.83500000000004,8151.47,7619.845,0
2018-04-21,8795.61,17624.48528492,32.0,271.6999999999998,8262.042857142858,7625.831999999999,0
2018-04-22,8870.73,9009.35138717,31.0,158.89000000000033,8343.964285714286,7633.895666666666,0
2018-04-23,8849.98,10443.23441196,28.0,123.19499999999971,8465.92,7631.6320000000005,0
2018-04-24,9462.51,18454.73294139,29.0,319.125,8693.088571428572,7659.8730000000005,0
2018-04-25,8969.5,31927.0073525,64.0,502.2650000000003,8814.91,7694.8566666666675,0
2018-04-26,8872.9,20234.52294469,47.0,263.85499999999956,8904.61,7727.483666666666,0
2018-04-27,9091.58,13500.24056656,55.0,261.78999999999996,8987.544285714286,7767.012000000001,0
2018-04-28,9398.51,16453.15016652,54.0,285.2650000000003,9073.672857142858,7835.396999999999,0
2018-04-29,9314.99,11399.33936534,61.0,179.375,9137.13857142857,7918.440666666666,0
2018-04-30,9326.6,7594.17596749,59.0,166.47999999999956,9205.227142857142,7994.060666666667,0
2018-05-01,8959.51,12021.39475925,56.0,257.7950000000001,9133.369999999999,8062.364666666666,0
2018-05-02,9111.01,10382.77974899,52.0,116.23500000000058,9153.585714285715,8133.490333333333,0
2018-05-03,9638.26,11987.08233341,55.0,322.1800000000003,9262.922857142858,8205.765666666666,0
2018-05-04,9644.82,7920.90079204,56.0,136.3050000000003,9341.957142857143,8298.735999999999,0
2018-05-05,9838.07,6933.66723688,63.0,160.21000000000004,9404.751428571428,8400.938333333334,0
2018-05-06,9488.37,8625.0603425,67.0,271.7049999999999,9429.52,8496.572,0
2018-05-07,9421.73,12295.97829288,56.0,229.75,9443.109999999999,8577.397333333334,0
2018-05-08,9239.35,12343.18279284,62.0,217.5,9483.087142857143,8652.375666666667,0
2018-05-09,9281.74,11067.94940024,53.0,197.08500000000004,9507.477142857142,8739.285,0
2018-05-10,9089.05,11035.52402121,63.0,163.47500000000036,9429.018571428573,8813.931333333334,0
2018-05-11,8613.5,19577.5229274,41.0,312.5699999999997,9281.687142857143,8870.546666666667,0
2018-05-12,8492.13,16978.05371122,44.0,221.9949999999999,9089.41,8897.684333333335,0
2018-05-13,8625.78,9422.30375578,40.0,175.72500000000036,8966.182857142858,8915.217333333334,0
2018-05-14,8756.99,18053.59981479,40.0,270.85000000000036,8871.22,8939.730333333333,0
2018-05-15,8555.6,13961.0203866,40.0,250.44999999999982,8773.541428571429,8948.340999999999,0
2018-05-16,8252.72,12872.74409938,32.0,234.95499999999993,8626.538571428571,8956.888666666666,0
2018-05-17,8176.33,7728.26191694,31.0,194.98999999999978,8496.15,8967.021999999999,0
2018-05-18,8231.42,8413.98762281,37.0,172.7850000000003,8441.567142857142,8970.844333333334,0
2018-05-19,8313.12,3533.48346304,31.0,126.96000000000004,8415.994285714287,8973.115,0
2018-05-20,8517.04,5254.57436501,32.0,190.54000000000042,8400.460000000001,8973.315,0
2018-05-21,8373.01,6187.14637471,41.0,135.0,8345.605714285713,8959.228333333334,0
2018-05-22,8187.98,7451.84136757,30.0,167.80999999999995,8293.088571428572,8936.47,0
2018-05-23,7590.34,17594.60433355,26.0,384.7550000000001,8198.462857142857,8894.482,0
2018-05-24,7585.48,12868.64033459,27.0,233.375,8114.055714285715,8831.914333333332,0
2018-05-25,7427.02,10347.10520898,25.0,166.4699999999998,7999.141428571428,8780.498333333333,0
2018-05-26,7519.28,3736.77290715,23.0,131.18499999999995,7885.735714285714,8735.377666666667,0
2018-05-27,7302.99,3966.94064182,19.0,200.90499999999975,7712.300000000001,8675.758,0
2018-05-28,7239.22,5478.92170087,22.0,137.5,7550.33,8603.781666666666,0
2018-05-29,7470.0,11183.43966417,16.0,255.05000000000018,7447.761428571429,8542.282,0
2018-05-30,7314.06,9056.41240986,38.0,142.55499999999984,7408.292857142857,8475.197333333334,0
2018-05-31,7539.49,7144.69915594,25.0,146.6949999999997,7401.722857142857,8427.863333333335,0
2018-06-01,7436.58,7529.62749686,24.0,135.7800000000002,7403.088571428571,8372.049,0
2018-06-02,7659.65,4410.38668444,27.0,152.80000000000018,7423.141428571429,8306.095333333333,0
2018-06-03,7709.25,4221.22804114,40.0,104.82999999999993,7481.178571428572,8241.576333333334,0
2018-06-04,7499.99,6881.02778141,41.0,157.37999999999965,7518.431428571428,8163.640333333333,0
2018-06-05,7620.0,9813.63875655,26.0,162.5,7539.860000000001,8101.361333333333,0
2018-06-06,7527.99,6782.42771914,42.0,101.19500000000016,7570.421428571428,8038.236666666667,0
2018-06-07,7692.51,8251.72686914,38.0,119.63999999999987,7592.2814285714285,7986.675333333333,0
2018-06-08,7630.7,4816.62482582,40.0,77.96500000000015,7620.012857142857,7931.640666666667,0
2018-06-09,7619.0,2113.6983681,39.0,56.54500000000007,7614.205714285714,7882.638999999999,0
2018-06-10,6839.6,12221.36336692,24.0,504.44500000000016,7489.969999999999,7823.509,0
2018-06-11,6757.23,13247.34099523,15.0,104.24500000000035,7383.861428571428,7765.679,0
2018-06-12,6514.6,8214.49300541,19.0,229.2750000000001,7225.947142857142,7695.306333333333,0
2018-06-13,6292.5,19543.95812112,19.0,252.2249999999999,7049.448571428571,7613.156666666666,0
2018-06-14,6644.89,14744.05479315,17.0,238.61500000000024,6899.788571428571,7549.466333333333,0
2018-06-15,6551.46,7135.62754013,26.0,109.13999999999987,6745.611428571428,7492.757666666667,0
2018-06-16,6490.63,4092.65058291,22.0,112.0949999999998,6584.415714285715,7436.567666666667,0
2018-06-17,6512.35,2530.40811595,23.0,62.67500000000018,6537.665714285714,7379.265333333334,0
2018-06-18,6693.06,6130.36345663,27.0,205.875,6528.498571428572,7325.263333333333,0
2018-06-19,6742.36,5380.46540148,32.0,90.80000000000018,6561.035714285715,7266.107333333333,0
2018-06-20,6752.69,5503.9954674,34.0,125.1550000000002,6626.777142857143,7212.096666666666,0
2018-06-21,6720.0,4538.42175425,37.0,57.17499999999973,6637.507142857144,7163.164,0
2018-06-22,6194.37,15828.30964445,28.0,334.28499999999985,6586.494285714286,7116.631666666666,0
2018-06-23,6146.81,7206.96725767,17.0,140.0,6537.377142857143,7068.676000000001,0
2018-06-24,6192.99,11330.46678051,15.0,240.5,6491.754285714285,7027.541666666667,0
2018-06-25,6257.43,10034.23199105,16.0,145.16499999999996,6429.521428571429,6985.48,0
2018-06-26,6171.1,6535.84546184,21.0,80.0,6347.912857142857,6947.750333333333,0
2018-06-27,6142.79,8367.19138587,18.0,139.5,6260.784285714285,6911.202666666667,0
2018-06-28,6088.98,5350.88279491,20.0,64.54999999999973,6170.638571428572,6865.1686666666665,0
2018-06-29,5876.69,12984.82413126,16.0,162.00499999999965,6125.255714285713,6817.256333333334,0
2018-06-30,6325.68,9817.40521536,22.0,316.2600000000002,6150.808571428572,6776.795999999999,0
2018-07-01,6320.77,3850.2594194,27.0,89.60500000000002,6169.062857142858,6739.602333333333,0
2018-07-02,6615.84,8761.24935974,27.0,198.44000000000005,6220.264285714286,6704.808666666667,0
2018-07-03,6603.82,5183.60490105,31.0,66.5,6282.081428571428,6667.961,0
2018-07-04,6687.96,7253.69026105,33.0,189.53999999999996,6359.9628571428575,6640.893333333334,0
2018-07-05,6506.64,8135.74037139,37.0,127.3449999999998,6419.628571428571,6603.781333333333,0
2018-07-06,6567.12,5541.30150568,34.0,93.19499999999971,6518.261428571429,6571.752333333334,0
2018-07-07,6541.45,3541.7694935,34.0,57.39499999999998,6549.085714285714,6533.383666666667,0
2018-07-08,6760.98,5762.4659084,38.0,155.0,6611.972857142857,6504.393,0
2018-07-09,6706.79,6841.81947586,39.0,56.164999999999964,6624.965714285715,6473.986000000001,0
2018-07-10,6373.75,9207.28846486,37.0,257.8850000000002,6592.098571428572,6458.457666666667,0
2018-07-11,6350.0,7242.39615852,29.0,68.33500000000004,6543.818571428571,6444.883333333333,0
2018-07-12,6174.76,6833.30588855,33.0,147.82999999999993,6496.407142857142,6433.555333333334,0
2018-07-13,6174.99,6453.55735204,29.0,132.625,6440.388571428572,6429.638333333334,0
2018-07-14,6267.99,2984.62752103,29.0,88.49499999999989,6401.322857142856,6417.075,0
2018-07-15,6362.99,3642.33472002,32.0,95.86999999999989,6344.467142857144,6410.792666666666,0
2018-07-16,6675.01,8631.31427507,36.0,195.57499999999982,6339.927142857143,6416.938666666667,0
2018-07-17,7295.13,12282.32400303,39.0,413.48,6471.552857142858,6443.031333333333,0
2018-07-18,7400.0,13295.37751701,42.0,165.0699999999997,6621.552857142858,6466.5960000000005,0
2018-07-19,7448.08,9094.3160084,44.0,136.92500000000018,6803.455714285715,6490.12,0
2018-07-20,7344.97,9911.89125,47.0,215.94000000000005,6970.595714285714,6509.862666666667,0
2018-07-21,7424.99,4833.20246646,43.0,118.82999999999993,7135.88142857143,6533.3623333333335,0
2018-07-22,7520.01,3527.88320266,46.0,107.89499999999998,7301.169999999999,6577.550333333334,0
2018-07-23,7744.19,13226.33108653,44.0,230.54500000000007,7453.910000000001,6630.796333333334,0
2018-07-24,8266.41,17649.72511469,49.0,333.1199999999999,7592.664285714285,6699.910333333333,0
2018-07-25,8163.45,11063.41172615,54.0,223.86999999999944,7701.728571428571,6763.444333333333,0
2018-07-26,8262.23,5775.89402339,53.0,93.96500000000015,7818.035714285715,6833.148666666666,0
2018-07-27,8208.76,11713.32522328,47.0,244.6800000000003,7941.434285714286,6902.0143333333335,0
2018-07-28,8192.48,3317.56133561,54.0,111.77499999999964,8051.075714285714,6972.130999999999,0
2018-07-29,8212.0,3701.08923134,54.0,95.125,8149.931428571429,7049.974666666666,0
2018-07-30,8111.99,10489.21087646,53.0,220.9949999999999,8202.474285714286,7109.518333333334,0
2018-07-31,7751.32,11898.16501092,48.0,270.7800000000002,8128.89,7157.203333333333,0
2018-08-01,7560.4,10862.36214789,39.0,163.0,8042.74,7188.688666666667,0
2018-08-02,7537.99,7328.10046028,39.0,134.98999999999978,7939.277142857142,7219.827666666666,0
2018-08-03,7377.98,8763.89035716,36.0,145.28999999999996,7820.594285714286,7242.828333333334,0
2018-08-04,6991.01,7327.74459211,31.0,284.2399999999998,7648.955714285714,7258.974,0
2018-08-05,7013.18,5925.47084128,23.0,98.96000000000004,7477.695714285714,7273.842666666666,0
2018-08-06,6938.84,6277.29471707,25.0,157.28999999999996,7310.102857142857,7287.089000000001,0
2018-08-07,6999.8,7399.08374395,25.0,159.9699999999998,7202.742857142856,7295.049666666667,0
2018-08-08,6338.49,17870.81627835,23.0,442.0,7028.184285714286,7282.772999999999,0
2018-08-09,6471.6,9623.79889089,19.0,179.9949999999999,6875.842857142858,7286.0346666666655,0
2018-08-10,6407.89,10416.77609554,21.0,165.63500000000022,6737.2585714285715,7287.964333333333,0
2018-08-11,6393.13,10908.2845701,18.0,249.19000000000005,6651.847142857143,7295.243333333334,0
2018-08-12,6321.56,6881.25403688,18.0,165.16500000000042,6553.044285714286,7300.129,0
2018-08-13,6237.06,9132.18728364,21.0,201.08500000000004,6452.79,7299.098,0
2018-08-14,6090.64,13834.83437908,16.0,210.0,6322.910000000001,7290.019666666666,0
2018-08-15,6378.44,11714.02884408,18.0,283.7399999999998,6328.617142857142,7280.134,0
2018-08-16,6405.9,7650.5500687,21.0,134.5999999999999,6319.231428571429,7250.4929999999995,0
2018-08-17,6501.77,7319.98884037,19.0,169.03999999999996,6332.642857142857,7220.552,0
2018-08-18,6366.64,3728.96163115,24.0,156.0,6328.858571428572,7184.504,0
2018-08-19,6380.99,2628.78088329,27.0,79.0,6337.348571428572,7152.3713333333335,0
2018-08-20,6446.67,4585.50024244,26.0,91.88000000000011,6367.292857142857,7119.760666666667,0
2018-08-21,6433.79,7339.60008953,19.0,127.27500000000009,6416.314285714287,7083.553333333333,0
2018-08-22,6435.0,9491.89739326,21.0,262.7800000000002,6424.394285714286,7039.913666666666,0
2018-08-23,6419.7,6656.40941972,18.0,122.5,6426.365714285714,6978.3566666666675,0
2018-08-24,6619.99,6418.73301589,19.0,119.29500000000007,6443.254285714285,6926.908,0
2018-08-25,6710.33,5176.67632899,22.0,101.16499999999996,6492.352857142857,6875.178,0
2018-08-26,6707.48,3755.79072583,19.0,108.19500000000016,6538.994285714284,6825.135333333334,0
2018-08-27,6737.72,4875.91941475,18.0,66.99499999999989,6580.572857142856,6776.643333333334,0
2018-08-28,7092.46,8735.3265797,19.0,207.3499999999999,6674.66857142857,6739.325333333333,0
2018-08-29,7005.71,5920.25480125,19.0,117.63999999999987,6756.198571428571,6702.449333333333,0
2018-08-30,6813.84,6309.99376666,22.0,134.9399999999996,6812.504285714285,6671.2,0
2018-08-31,7041.0,6538.93686479,17.0,148.91499999999996,6872.648571428572,6653.886666666667,0
2018-09-01,7253.13,4123.11957946,21.0,150.6550000000002,6950.191428571428,6644.391333333333,0
2018-09-02,7308.02,3855.01769129,18.0,101.93499999999995,7035.982857142858,6642.059333333334,0
2018-09-03,7306.08,2753.28334365,19.0,78.03999999999996,7117.177142857144,6652.5616666666665,0
2018-09-04,7348.48,4649.98762758,26.0,90.42500000000018,7153.751428571428,6663.738333333333,0
2018-09-05,6902.55,10513.6040328,17.0,277.2199999999998,7139.0142857142855,6662.528666666666,0
2018-09-06,6455.31,15745.90505829,14.0,365.605,7087.795714285714,6644.379,0
2018-09-07,6417.53,7296.53243299,17.0,101.5,6998.728571428571,6647.013666666667,0
2018-09-08,6180.0,3950.28050168,18.0,171.23000000000002,6845.424285714286,6637.2936666666665,0
2018-09-09,6381.99,3899.77868968,13.0,178.56500000000005,6713.134285714286,6636.430333333334,0
2018-09-10,6288.5,5772.30604698,15.0,90.90999999999985,6567.765714285714,6632.942666666667,0
2018-09-11,6255.88,7003.21926852,18.0,121.4699999999998,6411.68,6630.753333333332,0
2018-09-12,6308.92,4410.57724999,14.0,78.05499999999984,6326.875714285714,6633.148666666666,0
2018-09-13,6450.11,6591.80889627,20.0,125.05000000000018,6326.132857142858,6645.131,0
2018-09-14,6540.21,4881.48366586,23.0,101.32000000000016,6343.658571428571,6650.5233333333335,0
2018-09-15,6537.41,1618.42235042,24.0,54.340000000000146,6394.717142857144,6654.907000000001,0
2018-09-16,6504.99,1186.12308744,28.0,95.25999999999976,6412.288571428571,6655.0143333333335,0
2018-09-17,6266.23,3447.61275206,25.0,154.1199999999999,6409.107142857143,6651.667333333334,0
2018-09-18,6300.5,4721.16835477,21.0,95.0,6415.481428571428,6648.984333333333,0
2018-09-19,6410.0,6871.58981327,24.0,205.0,6429.921428571428,6647.762000000001,0
2018-09-20,6418.59,4672.11791586,24.0,45.0,6425.418571428571,6647.2553333333335,0
2018-09-21,6753.09,9150.70298278,31.0,220.85500000000002,6455.83,6657.858333333334,0
2018-09-22,6716.98,5787.59777519,35.0,100.74499999999989,6481.482857142857,6667.767666666666,0
2018-09-23,6685.75,3384.28446832,38.0,57.95499999999993,6507.305714285714,6669.959666666666,0
2018-09-24,6619.31,3818.6974368,43.0,82.11500000000024,6557.745714285715,6666.925666666667,0
2018-09-25,6360.38,7316.43758777,37.0,155.23999999999978,6566.300000000001,6655.355666666666,0
2018-09-26,6487.56,5309.82481347,37.0,91.07999999999993,6577.38,6647.017000000001,0
2018-09-27,6651.99,4546.1189148,42.0,119.375,6610.722857142857,6632.334666666667,0
2018-09-28,6670.0,8869.94431695,42.0,133.30499999999984,6598.852857142857,6621.144333333334,0
2018-09-29,6565.24,3179.09527972,37.0,112.30999999999995,6577.175714285715,6612.857666666666,0
2018-09-30,6575.99,2328.26780248,34.0,44.335000000000036,6561.495714285715,6597.3573333333325,0
2018-10-01,6551.96,5002.39796185,35.0,80.28999999999996,6551.874285714286,6573.985000000001,0
2018-10-02,6530.49,4189.93455063,33.0,80.49000000000024,6576.175714285714,6548.067333333333,0
2018-10-03,6433.6,4623.97439004,36.0,74.73999999999978,6568.467142857144,6518.984666666667,0
2018-10-04,6565.92,3945.07330286,29.0,95.84500000000025,6556.171428571429,6492.899333333333,0
2018-10-05,6538.29,3144.89761787,37.0,42.4699999999998,6537.355714285715,6480.757333333333,0
2018-10-06,6547.07,3015.04717225,34.0,57.53500000000031,6534.76,6483.816000000001,0
2018-10-07,6531.86,1498.3366249,29.0,33.664999999999964,6528.455714285715,6487.6269999999995,0
2018-10-08,6630.54,4883.27520608,26.0,68.46500000000015,6539.681428571428,6502.645,0
2018-10-09,6585.04,2131.73716856,31.0,42.154999999999745,6547.4742857142855,6509.413333333333,0
2018-10-10,6537.61,5355.01815023,28.0,103.22000000000025,6562.332857142857,6517.717,0
2018-10-11,6197.67,8593.76882164,19.0,245.78999999999996,6509.725714285713,6515.776666666668,0
2018-10-12,6215.73,4252.27140701,13.0,67.39499999999998,6463.645714285713,6512.670333333333,0
2018-10-13,6202.39,2076.17259592,15.0,27.039999999999964,6414.405714285714,6504.413,0
2018-10-14,6243.58,2101.69897426,18.0,83.88000000000011,6373.222857142857,6494.525333333333,0
2018-10-15,6390.0,16332.87223436,20.0,306.46000000000004,6338.860000000001,6489.611666666666,0
2018-10-16,6436.87,4921.45471715,24.0,67.10500000000002,6317.692857142857,6487.341,0
2018-10-17,6431.78,3556.59814895,23.0,40.6550000000002,6302.574285714286,6492.859333333333,0
2018-10-18,6399.93,3524.60715831,26.0,70.0,6331.4685714285715,6496.173666666667,0
2018-10-19,6386.45,2704.40653253,24.0,28.529999999999745,6355.857142857143,6495.388666666666,0
2018-10-20,6399.17,1356.42994235,21.0,30.56999999999971,6383.9685714285715,6494.741333333333,0
2018-10-21,6438.89,1345.91391706,21.0,38.20499999999993,6411.87,6484.268,0
2018-10-22,6389.73,2423.68326783,27.0,33.184999999999945,6411.831428571429,6473.359666666666,0
2018-10-23,6406.87,2828.43101376,24.0,33.659999999999854,6407.545714285714,6464.063666666666,0
2018-10-24,6421.33,3465.89346662,23.0,44.0,6406.052857142857,6457.464333333333,0
2018-10-25,6410.0,3162.38655185,25.0,37.03500000000031,6407.4914285714285,6459.118333333334,0
2018-10-26,6403.78,3383.36631153,29.0,36.24499999999989,6409.967142857143,6456.325666666667,0
2018-10-27,6402.0,983.07023418,33.0,19.38000000000011,6410.371428571429,6447.992666666667,0
2018-10-28,6390.95,695.56915045,35.0,18.5,6403.522857142858,6438.691,0
2018-10-29,6245.03,5120.955739,34.0,105.81500000000005,6382.851428571428,6428.017333333333,0
2018-10-30,6259.01,2546.8898389,31.0,28.610000000000127,6361.728571428573,6417.451333333333,0
2018-10-31,6305.0,5190.945127,32.0,75.375,6345.110000000001,6409.2193333333325,0
2018-11-01,6320.6,1970.29341021,29.0,25.99499999999989,6332.338571428571,6402.223,0
2018-11-02,6355.74,2953.57154403,36.0,31.9699999999998,6325.475714285714,6399.627666666666,0
2018-11-03,6332.58,1020.40175423,36.0,26.25,6315.558571428572,6391.849666666667,0
2018-11-04,6440.0,2566.70411161,41.0,82.21500000000015,6322.565714285714,6388.573333333334,0
2018-11-05,6372.3,2388.07312351,42.0,38.524999999999636,6340.7471428571425,6382.747666666666,0
2018-11-06,6423.41,3648.95079443,42.0,42.83000000000038,6364.232857142858,6379.132666666667,0
2018-11-07,6512.43,5338.99206605,48.0,65.30999999999995,6393.865714285715,6375.1956666666665,0
2018-11-08,6413.88,4004.70755649,51.0,62.72499999999991,6407.191428571428,6369.490333333333,0
2018-11-09,6330.58,3278.88051277,47.0,61.5,6403.597142857143,6362.589333333333,0
2018-11-10,6352.18,1817.10812407,52.0,35.13000000000011,6406.397142857143,6367.739666666666,0
2018-11-11,6318.47,1614.64423115,54.0,49.92000000000007,6389.035714285715,6371.164333333334,0
2018-11-12,6318.96,2930.99026588,52.0,39.10500000000002,6381.415714285715,6375.05,0
2018-11-13,6261.87,3935.46502049,56.0,45.33999999999969,6358.338571428571,6375.659666666667,0
2018-11-14,5559.1,17326.70444369,49.0,382.69000000000005,6222.148571428572,6347.963000000001,0
2018-11-15,5510.76,26038.51601563,28.0,220.5999999999999,6093.13142857143,6317.092666666666,0
2018-11-16,5536.54,8705.62195519,23.0,97.92999999999984,5979.697142857143,6287.251333333333,0
2018-11-17,5487.14,3952.00751631,24.0,69.46000000000004,5856.120000000001,6256.825,0
2018-11-18,5568.6,1945.56328011,26.0,49.30000000000018,5748.995714285715,6229.563333333334,0
2018-11-19,4945.43,20970.66624517,28.0,361.9749999999999,5552.777142857143,6181.105333333334,0
2018-11-20,4545.13,37764.68327948,21.0,398.3199999999997,5307.528571428572,6117.98,0
