Timestamp,index,Open,High,Low,Close,Volume,value,value_classification,daily_std,MA7,MA30,market_regime,mempool_transaction_count,MempoolSizeBytes,avg_fee_usd
2018-03-17,44,8539.28,8579.9,7730.23,7835.0,12229.86466476,31.0,Fear,424.835,8644.117142857143,9999.245,1,7.288005850126652,13.915141043780904,5.196247129478015
2018-03-18,45,7833.09,8091.64,7325.37,7473.05,16318.2040396,29.0,Fear,383.1350000000002,8334.87,9916.38,1,7.10917711272383,13.929394952861395,5.283307907658301
2018-03-19,46,7482.83,8718.74,7466.57,8395.01,22770.46909967,29.0,Fear,626.085,8258.447142857143,9836.342333333332,1,7.481242663872838,14.06084711128375,4.981036304609022
2018-03-20,47,8399.71,8961.53,8313.01,8941.74,13135.61790414,37.0,Fear,324.2600000000002,8243.0,9774.733666666669,1,7.751797100174731,14.17700997058965,4.736147300053802
2018-03-21,48,8941.73,9188.1,8754.83,8889.1,12896.08927978,36.0,Fear,216.63500000000025,8328.415714285715,9700.943333333333,1,7.964521466736079,14.281072452529866,4.478635799793851
2018-03-22,49,8892.02,9099.59,8503.52,8616.0,12535.55420664,36.0,Fear,298.03499999999985,8385.7,9599.079666666668,1,7.774318376148639,14.15326646066092,4.597178037783189
2018-03-23,50,8621.03,8766.03,8265.0,8628.82,13775.75699415,28.0,Fear,250.51500000000036,8396.960000000001,9535.329333333331,1,7.539234813496194,14.006699011170308,4.7915864937005725
2018-03-24,51,8628.68,9020.0,8580.09,8917.89,8585.13153446,32.0,Fear,219.95499999999996,8551.658571428572,9502.925,1,7.368886658146113,13.739577464558796,5.0067418141268325
2018-03-25,52,8917.98,8972.2,8368.63,8615.28,9835.48574714,30.0,Fear,301.7850000000008,8714.834285714287,9449.775333333331,1,7.163438621864128,13.37400707207296,5.189384497759662
2018-03-26,53,8618.72,8653.68,7863.04,7919.99,16775.0355783,31.0,Fear,395.32000000000016,8646.974285714286,9394.775,1,7.588937940114,14.476062663316542,4.691318708255338
2018-03-27,54,7919.99,8273.36,7742.11,7894.09,13820.89944545,24.0,Extreme Fear,265.62500000000045,8497.31,9342.724666666669,1,7.886488587035,14.987575527120484,4.40194086826269
